pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
141115;2026-01-22T16:53:49Z;2026-01-22T23:14:49Z;6,35;9;78;1;2;[Transform] Add CrossProjectModeDecider;TransformServices now has CrossProjectModeDecider so that the one objectcan be passed to all Transform objects.This is to set up future changes to consume the CrossProjectModeDecider, but I separated it out into its own PR because I didn't want this change to distract from those future changes.;FALSE;x-pack;x-pack;>refactoring, :ml/Transform, Team:ML, v9.4.0;feature;[Transform] Add CrossProjectModeDecider  TransformServices now has CrossProjectModeDecider so that the one object can be passed to all Transform objects. | Merge branch 'main' into cps-transform-crossmode | Merge branch 'main' into cps-transform-crossmode | Merge branch 'main' into cps-transform-crossmode
141111;2026-01-22T15:19:14Z;2026-01-22T22:02:18Z;6,72;12;403;2;1;[ES|QL] Addressing test failures (#140784)(#140763)(#140740);Ensure the block builder is released;FALSE;root;root, x-pack;>test, Team:Analytics, :Analytics/ES|QL, v9.4.0;bugfix;[ES|QL] Addressing test failures (#140784)(#140763)(#140740) - Ensure the block builder is released
139211;2025-12-08T18:15:57Z;2026-01-12T10:20:53Z;832,08;11;726;4;35;Add disabled `POST _reindex/{taskId}/_cancel` API;Add new API to cancel a reindex taskAll functionality hidden behind feature flag so shouldn't affect release at allThis PR contains core functionality of the endpoint to keep reviews more scoped/focused, noting my todo list (will update as I open PRs): Return same response with ?wait_for_completion=true as GET _reindex/{taskId}: #140626 Implement multi-project IT to check multi-project functionality: #140505 Add yaml rest tests to test REST layer and bake in response format for BwC: #140894Closes elastic/elasticsearch-team#2086;FALSE;modules;modules, rest-api-spec, x-pack;>non-issue, :Distributed Indexing/Reindex, Team:Distributed Indexing, v9.4.0;feature;Add disabled `POST _reindex/{taskId}/_cancel` API | self-review | fix permissions test | use projectResolver in transport | Merge remote-tracking branch 'upstream/main' into reindex-cancel-api  * upstream/main: (79 commits)   Mute org.elasticsearch.test.rest.yaml.CcsCommonYamlTestSuiteIT test {p0=search/140_pre_filter_search_shards/prefilter on non-indexed date fields} #139381   Adjust error bounds for bfloat16 value checks (#139371)   Unmute some vector CSS tests (#139370)   Do not allow `project_routing` as a query param (#139206)   Unmute HalfFloat...Tests#testSynthesizeArrayRandom (#139341)   Remove leniency in LinkedProjectConfig builder methods (#139012)   EQL: fix project_routing (#139366)   Add patch version for 9.2 index version constant (#139362)   Mute org.elasticsearch.test.rest.yaml.RcsCcsCommonYamlTestSuiteIT test {p0=search.vectors/200_dense_vector_docvalue_fields/dense_vector docvalues with bfloat16} #139368   ES|QL: Enable CCS tests for FORK (#139302)   Restructuring the semantic_text field type page  (#138571)   AggregateMetricDouble fields should not build BKD indexes (#138724)   Feature/count by trunc with filter (#138765)   ESQL: Convert TS 500 error to 400 (#139360)   [CI] Rerun failing tests for periodic build pipelines (#139200)   revert muting saml test (#139327)   Add TDigest histogram as metric (#139247)   Links solved bugs to class cast exception changelog and unmutes errors (#139340)   Ensure integer sorts are rewritten to long sorts for BWC indexes (#139293)   Integrate stored fields format bloom filter with synthetic _id (#138515)   ... | Add filtering test | copilot review | Merge remote-tracking branch 'upstream/main' into reindex-cancel-api  * upstream/main: (253 commits)   Adds ST_SIMPLIFY geo spatial function (#136309)   Take control of max clause count verification in Lucene searcher (#139752)   [ML] Unmute Inference Test (#139765)   Parameterize the vector operation benchmark tests (#139735)   Fix node reduction pushdown tests for release tests (#139548)   Fix flakiness in TSDataGenerationHelper (#139759)   CPS: Copy existing resolved index expressions when constructing a new `SearchRequest` from an existing one (#139596)   Add release notes for v9.1.9 release (#139674)   Add lucene query for wildcards on high cardinality keyword fields. (#139746)   Suppress Tika entitlement warnings from AWT (#139711)   Check field storage when synthetic source is enabled, in tests (#139715)   Refactor VectorSimilarityType to know about its corresponding Function (#139678)   Merge fixes from patch branch back into main (#139721)   Define native bulk operations for vector square distance (#139198)   Use LongUpDownCounter for Linked Project Error Metrics (#139657)   ESQL: Add javadoc that explains version-aware planning (#139706)   Add helper to pick node for reindex relocation (#139081)   Fix auth serialization randomized version test (#139182)   ES|QL - Add parsing, preanalysis and analysis timing information to profile (#139540)   Mute org.elasticsearch.persistent.ClusterPersistentTasksCustomMetadataTests testMinVersionSerialization #139741   ... | move impl on-top-of `reindex-management` | add API spec
141134;2026-01-22T19:38:28Z;2026-01-22T20:43:56Z;1,09;1;9;0;0;[9.3] Skip empty flush queue in rate (#141125);BackportThis will backport the following commits from main to 9.3:Skip empty flush queue in rate (#141125)Questions ?Please refer to the Backport tool documentation;FALSE;x-pack;x-pack;backport, auto-merge-without-approval, v9.3.1;other;Skip empty flush queue in rate (#141125)  We should check and skip flush queues that have no samples.  Closes #141107  (cherry picked from commit 1b6424345f51cdf69377fffbf27055f5fbef1a00)
141076;2026-01-21T19:47:13Z;2026-01-22T19:55:38Z;24,14;2;229;1;1;Contain query quantization logic for posting visitors;I am trying to tame the spaghetti that has built up over time.This extracts the query quantization logic for posting list visitors. Which will make changes to this logic, more contained (e.g. asymmetric centroid quantization).;FALSE;server;server;>refactoring, auto-merge-without-approval, :Search Relevance/Vectors, Team:Search Relevance, v9.4.0;other;Contain query quantization logic for posting visitors | Merge branch 'main' into refactor-query-quantization-diskbbq | Merge branch 'main' into refactor-query-quantization-diskbbq
139396;2025-12-11T18:02:41Z;2026-01-22T19:59:24Z;1009,95;3;278;2;1;ESQL: Enable AllSupportedFieldsTestCase in SNAPSHOT;Part of #137534One step when adding a new data type is updating AllSupportedFieldsTestCase with new expectation for the data type, to ensure that queries like FROM * | KEEP * or FROM * | ENRICH policy keep working when an existing data type gets support in ESQL.One annoying hurdle is that this test only ever runs for release builds. So one can entirely miss the test until after releasing the new type (even though it's mentioned in the docs for adding a new type) and ends up with a broken build, remaining unaware of the bwc problems this test guards against until the very last minute.Wouldn't it be nice if we could just run it in release mode and already update the test expectations for SNAPSHOT builds? So we can see what the behavior of queries will look like with the new type, without actually having to release the type for this?As #137432 enabled version-aware planning of data types in SNAPSHOT builds, we can do just that, making this test suite less weird and hopefully easier to work with.;FALSE;x-pack;x-pack;>test, Team:Analytics, test-full-bwc, test-release, :Analytics/ES|QL, v9.4.0;feature;Enable AllSupportedFieldsTestCase in SNAPSHOT | Fix test expectations and behavior in SNAPSHOT | Merge remote-tracking branch 'upstream/main' into enable-allsupportedfieldsit-on-snapshot | Fix more SNAPSHOT tests against older versions | Merge remote-tracking branch 'upstream/main' into enable-allsupportedfieldsit-on-snapshot | Merge branch 'main' into enable-allsupportedfieldsit-on-snapshot | fixup | Remove enrich for now | Fix : | Merge branch 'main' into enable-allsupportedfieldsit-on-snapshot
141125;2026-01-22T17:54:13Z;2026-01-22T18:56:43Z;1,04;1;9;2;1;Skip empty flush queue in rate;We should check and skip flush queues that have no samples.Closes #141107;FALSE;x-pack;x-pack;>non-issue, auto-merge-without-approval, auto-backport, Team:StorageEngine, :StorageEngine/ES|QL, v9.3.0, v9.4.0;other;Skip empty flush queue in rate
140782;2026-01-15T21:50:03Z;2026-01-22T19:34:47Z;165,75;9;197;1;1;Moving settings to disable specific ML features from serverless to elasticsearch;We have had 3 settings available in serverless that existed in part to limit writing data to indices since that is more expensive in stateless:xpack.ml.ad.enabledxpack.ml.dfa.enabledxpack.ml.nlp.enabledSince stateless will be an option in elasticsearch, this PR moves these fine-grained settings over to elasticsearch so that we have the same control for stateless in self managed. They are no longer in the MachineLearningExtension because both serverless and elasticsearch now use these settings in the same way.Relates: ES-13583;FALSE;x-pack;x-pack;>non-issue, :ml, Team:ML, serverless-linked, v9.4.0;feature;Moving settings to disable specific ML features from serverless to elasticsearch | Merge branch 'main' into move-ml-settings-for-stateless | Merge branch 'main' into move-ml-settings-for-stateless
140945;2026-01-20T00:09:50Z;2026-01-22T19:02:46Z;66,88;11;777;0;0;[8.19] [Tests] Support better caching for docker based test fixtures (#140864);Backports the following commits to 8.19:[Tests] Support better caching for docker based test fixtures (#140864);FALSE;build-tools-internal;build-tools-internal, test, x-pack;>non-issue, :Delivery/Build, backport, Team:Delivery, auto-merge-without-approval, serverless-linked, v8.19.11;bugfix;[Tests] Support better caching for docker based test fixtures (#140864)  - Use prebaked images for HttpProxyTestContainer and OidcProviderTestContainer by default. - Add PullOrBuildImage utility method to allow fallback from prebaked images if not available This makes maintaining those test fixtures easier as we can use fallback in PR and then rely on prebaked images ones its merged. - rework test fixture plugin to support caching of serverless fixtures and not fail on failed instantation of fixture class. | Merge branch '8.19' into backport/8.19/pr-140864 | Merge branch '8.19' into backport/8.19/pr-140864
141110;2026-01-22T15:14:54Z;2026-01-22T18:34:53Z;3,33;1;5;3;1;Docs: Remove tech preview label for TCP readiness port;Small docs update to remove technical preview for the TCP readiness port which went GA in 8.2.0.This is a follow-up to #140274 in the 8.19 docs.;FALSE;docs;docs;>docs, Team:Docs, v9.4.0;docs;Remove tech preview label for TCP readiness port | Merge branch 'main' into 140274/tcp-readiness-ga
139411;2025-12-11T22:48:17Z;2026-01-22T17:39:38Z;1002,86;51;3729;2;18;[Inference API] Add Chat Completion to Amazon Bedrock for the Inference API;"This PR implements chat completion for amazon bedrock. It's based on this PR: #133697TestingCreate the endpointPUT _inference/chat_completion/test-chat?timeout=30s{    ""service"": ""amazonbedrock"",    ""service_settings"": {        ""provider"": ""anthropic"",        ""model"": ""anthropic.claude-3-5-sonnet-20240620-v1:0"",        ""region"": ""us-east-1"",        ""access_key"": ""<access key>"",        ""secret_key"": ""<secret>""    }}Complex requestPOST _inference/chat_completion/test-chat/_stream{    ""messages"": [        {            ""role"": ""user"",            ""content"": ""test""        },        {            ""role"": ""assistant"",            ""content"": ""tool call"",            ""tool_calls"": [                {                    ""function"": {                        ""name"": ""context"",                        ""arguments"": ""{}""                    },                    ""id"": ""803434"",                    ""type"": ""function""                }            ]        },        {            ""role"": ""tool"",            ""content"": ""{\""screen_description\"":\""The user is looking at http://localhost:5601/app/observability/overview?rangeFrom=now-15m&rangeTo=now. The current time range is 2024-12-13T01:18:25.752Z - 2024-12-13T01:33:25.752Z.\\n\\nThe user is viewing the Overview page which shows a summary of the following apps: {\\\""universal_profiling\\\"":{\\\""hasData\\\"":false,\\\""status\\\"":\\\""success\\\""},\\\""alert\\\"":{\\\""hasData\\\"":false,\\\""status\\\"":\\\""success\\\""},\\\""uptime\\\"":{\\\""hasData\\\"":false,\\\""indices\\\"":\\\""heartbeat-*\\\"",\\\""status\\\"":\\\""success\\\""},\\\""infra_metrics\\\"":{\\\""hasData\\\"":false,\\\""indices\\\"":\\\""metrics-*,metricbeat-*\\\"",\\\""status\\\"":\\\""success\\\""},\\\""ux\\\"":{\\\""hasData\\\"":false,\\\""indices\\\"":\\\""traces-apm*,apm-*,traces-*.otel-*,logs-apm*,apm-*,logs-*.otel-*,metrics-apm*,apm-*,metrics-*.otel-*\\\"",\\\""status\\\"":\\\""success\\\""},\\\""infra_logs\\\"":{\\\""hasData\\\"":false,\\\""indices\\\"":\\\""logs-*-*,logs-*,filebeat-*\\\"",\\\""status\\\"":\\\""success\\\""},\\\""apm\\\"":{\\\""hasData\\\"":false,\\\""indices\\\"":{\\\""transaction\\\"":\\\""traces-apm*,apm-*,traces-*.otel-*\\\"",\\\""span\\\"":\\\""traces-apm*,apm-*,traces-*.otel-*\\\"",\\\""error\\\"":\\\""logs-apm*,apm-*,logs-*.otel-*\\\"",\\\""metric\\\"":\\\""metrics-apm*,apm-*,metrics-*.otel-*\\\"",\\\""onboarding\\\"":\\\""apm-*\\\"",\\\""sourcemap\\\"":\\\""apm-*\\\""},\\\""status\\\"":\\\""success\\\""}}\"",\""learnings\"":[]}"",            ""tool_call_id"": ""803434""        }    ],    ""tool_choice"": ""auto"",    ""tools"": [        {            ""type"": ""function"",            ""function"": {                ""name"": ""query"",                ""description"": ""This function generates, executes and/or visualizes a query\n      based on the user's request. It also explains how ES|QL works and how to\n      convert queries from one language to another. Make sure you call one of\n      the get_dataset functions first if you need index or field names. This\n      function takes no input."",                ""parameters"": {                    ""type"": ""object"",                    ""properties"": {}                }            }        },        {            ""type"": ""function"",            ""function"": {                ""name"": ""get_alerts_dataset_info"",                ""description"": ""Use this function to get information about alerts data."",                ""parameters"": {                    ""type"": ""object"",                    ""properties"": {                        ""start"": {                            ""type"": ""string"",                            ""description"": ""The start of the current time range, in datemath, like now-24h or an ISO timestamp""                        },                        ""end"": {                            ""type"": ""string"",                            ""description"": ""The end of the current time range, in datemath, like now-24h or an ISO timestamp""                        }                    }                }            }        },                {            ""type"": ""function"",            ""function"": {                ""name"": ""execute_connector"",                ""description"": ""Use this function when user explicitly asks to call a kibana connector."",                ""parameters"": {                    ""type"": ""object"",                    ""properties"": {                        ""id"": {                            ""type"": ""string"",                            ""description"": ""The id of the connector""                        },                        ""params"": {                            ""type"": ""object"",                            ""description"": ""The connector parameters""                        }                    },                    ""required"": [                        ""id"",                        ""params""                    ]                }            }        }    ]}";FALSE;docs;docs, x-pack;>enhancement, Feature:GenAI, :SearchOrg/Inference, Team:Search - Inference, v9.4.0;feature;Add Amazon Bedrock Unified Chat Completions support | [CI] Auto commit changes from spotless | Add Amazon Bedrock Unified Chat Completions support | [CI] Auto commit changes from spotless | Add Amazon Bedrock Unified Chat Completions support | [CI] Auto commit changes from spotless | Add Amazon Bedrock Unified Chat Completions support | Add Amazon Bedrock Unified Chat Completions support | [CI] Auto commit changes from spotless | Add Amazon Bedrock Unified Chat Completions support
141036;2026-01-21T10:04:06Z;2026-01-22T16:54:56Z;30,85;2;108;3;3;Support parsing cluster secrets from nested JSON.;Despite this adding structural leniency, which is rather bad, this makes sure cluster secrets can be parsed consistently using nested JSON as possible for cluster settings and others.The original parser taken from LocallyMountedSecrets naively assumed a map of strings. This improves error handling on unsupported token types. The cryptic errors surfaces when testing with Control Plane.Relates to #140352, ES-13909;FALSE;server;server;:Core/Infra/Settings, >refactoring, Team:Core/Infra, serverless-linked, v9.4.0;feature;Support parsing cluster secrets from nested JSON.  Despite this adding structural leniency, which is rather bad, this makes sure cluster secrets can be parsed consistently using nested JSON as possible for cluster settings and others.  The original parser taken from LocallyMountedSecrets naively assumed a map of strings. This improves error handling on unsupported token types.  Relates to ES-13909 | Merge branch 'main' into statelessOnPrem/nestedClusterSecretsParser
141105;2026-01-22T14:19:40Z;2026-01-22T16:31:51Z;2,20;3;6;3;0;ES|QL: fix version in SET docs;Fixing a typo in doc version for SET command;FALSE;docs;docs, x-pack;>docs, Team:Docs, Team:Analytics, auto-merge-without-approval, :Analytics/ES|QL, v9.4.0;bugfix;ES|QL: fix version in SET docs | Merge branch 'main' into esql/fix_set_docs
141089;2026-01-22T08:54:06Z;2026-01-22T16:14:30Z;7,34;1;5;1;1;fix(tsdb): eliminate per-call allocation in DocValuesForUtil decode;While validating zero-allocation behavior in the TSDB codec using JMH with GC profiling, I discovered that the decode path for 40/48/56-bit packed values allocates a new buffer on every call.The decode path was allocating a new byte[] buffer (664-920 bytes) on every call, while the encode path already reused a pre-allocated buffer. The fix reuses the existing buffer for decoding, which is always large enough (1024 bytes vs. max 897 needed).Benchmark ResultsbitsPerValueBaselineContenderSpeedupAllocation Savings4018.72 Mops/s20.99 Mops/s+12%664 B/op4818.29 Mops/s23.95 Mops/s+31%792 B/op5617.69 Mops/s23.46 Mops/s+33%920 B/opThe throughput improvement grows with the size of the eliminated allocation. Wider packed values (e.g., 56 bits) previously required larger temporary buffers (920 B/op vs. 664 B/op for 40 bits), causing higher GC pressure and correspondingly larger gains once the allocation is removed.These paths are hit by values requiring >32 bits after TSDB compression (offset removal, delta encoding, GCD factoring), for example:Floating-point metrics (cpu_percent, temperature): After doubleToSortableLong() conversion, even small real-world changes produce large deltas due to mantissa bit misalignmentHigh-variance gauges (memory_bytes): Non-monotonic data causes delta encoding to be skippedCounters with resets (bytes_received, bytes_sent): Service restarts create non-monotonic blocks where large values are stored directlySince roundBits() rounds up to byte boundaries (33-40 -> 40, 41-48 -> 48, 49-56 -> 56), all TSDB numeric values requiring >32 bits flow through these paths.Moreover, float metrics are common in observability workloads, and TSDB currently lacks specialized float compression. At ~18 Mops/s with 664-920 bytes per operation, the worst-case GC allocation rate reaches 12-16 GB/sec. For reference, a typical dashboard query scanning 1M documents with 10 float fields triggers 10M decode operations: previously allocating ~7.4 GB of short-lived buffers, now zero.Metrics data is written once but queried repeatedly by dashboards, alerts, and reports. As a result, decode efficiency has an outsized impact on overall system performance.Impact:12–33% faster decode for 40/48/56-bit packed valuesEliminates 664–920 B/op allocations, reducing GC pressure on query-heavy workloadsLower tail latency under concurrent dashboard / alerting queriesImproved CPU efficiency: fewer cycles spent in allocation and GCBuffer reuse is safe as each NumericDocValues iterator has its own encoder instance, so the buffer is never shared across threads or accessed concurrently. Decode semantics are unchanged.How to ReproduceBuild and run the decode benchmark with GC profiler (throughput mode with allocation tracking):./gradlew -p benchmarks run --args='  -f 3 -wi 5 -i 3  -bm thrpt  -prof gc  -rf json -rff results.json  -p bitsPerValue=40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56  DecodeNonSortedIntegerBenchmark';FALSE;server;server;>non-issue, :StorageEngine/TSDB, Team:StorageEngine, v9.4.0;bugfix;fix(tsdb): eliminate per-call allocation in DocValuesForUtil decode  The decode path for 40/48/56-bit values was allocating a fresh byte[] buffer on every call, while the encode path already reused a pre-allocated buffer. This caused 664-920 bytes of allocation per decode operation and significant GC pressure (9-13 GB/sec allocation rate under worst-case load).  The fix reuses the existing `this.encoded` buffer for decoding, matching what the encode side already does. The buffer is always large enough since it's sized as blockSize * 8 bytes, and the decode path needs at most blockSize * 7 + 1 bytes.  Benchmark results show: - 40-bit: +12% throughput, 664 B/op eliminated - 48-bit: +31% throughput, 792 B/op eliminated - 56-bit: +33% throughput, 920 B/op eliminated  No regression for other code paths. | Merge branch 'main' into fix/tsdb-decode-allocation-free | Merge branch 'main' into fix/tsdb-decode-allocation-free | Merge branch 'main' into fix/tsdb-decode-allocation-free
141099;2026-01-22T13:21:05Z;2026-01-22T15:55:24Z;2,57;3;48;2;1;Migrate smoke-test-plugins to new test cluster framework;Migrate smoke-test-plugins. Also clean up RestrictedBuildApiService entries that were previously migrated.ES-11813;FALSE;build-tools-internal;build-tools-internal, x-pack;>test, :Core/Infra/Core, >refactoring, Team:Core/Infra, auto-backport, v9.3.1, v9.4.0, v9.1.11, v8.19.11, v9.2.5;feature;Migrate smoke-test-plugins to new test cluster framework  Migrate smoke-test-plugins. Also clean up RestrictedBuildApiService entries that were previously migrated.  ES-11813 | [CI] Auto commit changes from spotless
141024;2026-01-20T23:32:55Z;2026-01-22T15:44:47Z;40,20;11;504;1;4;Add flattened field support to data generation framework;This is a precursor to adding blockloader support to the flattened field type, as the current blockloader unit testing framework makes heavy use of data generation.;FALSE;server;server, test, x-pack;>test, Team:StorageEngine, :StorageEngine/Mapping, v9.4.0;feature;Add flattened field support to data generation framework  This is a precursor to adding blockloader support to the flattened field type, as the current blockloader unit testing framework makes heavy use of data generation. | Make some flattened mapping parameters more rare | FlattenedFieldMatcher: toString before comparison | Normalize values in FlattenedFieldMatcher | Reduce size of generated flattened documents | Filter empty collections in FlattenedFieldMatcher | Prevent dynamic mapping of flattened fields | Merge remote-tracking branch 'upstream/main' into data-generation-flattened-field | Add javadoc to FlattenedFieldMatcher#filterEmptyCollections | Exclude flattened field from dynamic mapping in RandomizedRollingUpgradeIT
141052;2026-01-21T14:23:25Z;2026-01-22T15:41:42Z;25,30;30;141;4;6;[Docs] Clarify managed connectors availability;"Kicking off a PR in the spirit of making things move a little on this topic. Let me know what you think folks.This PR updates the docs around Elastic-managed content connectors. Specifically, it:removes ""Elastic Managed connectors"" page that just contained an outdated/partially true/confusing statementInstead I added a small paragraph to the parent Content Connectors page to establish that there are 2 setup modes and that the elastic-managed one is only available for Elastic Cloud, under certain conditions or for specific use cases, then link out to the up to date Security solution docs that describe it in more details.removes the redundant note about elastic-managed no longer being an option as of 9.0. This is a confusing statement for anyone reading these docs coming from one of the valid use cases.Adds a redirect for the deleted pageGets the narrative more aligned with what's in the security solution docs https://www.elastic.co/docs/solutions/security/get-started/content-connectorsThis is the bare minimum but I think important to ship to get the story less contradictory. We can always refine the messaging laterCloses: elastic/docs-content#4726";FALSE;docs;docs;>docs, Team:Docs, v9.4.0;docs;clarify managed connectors availability | anchor | redirect | better compare | how to do a markdown link 101 | Update docs/reference/search-connectors/index.md  Co-authored-by: shainaraskas <58563081+shainaraskas@users.noreply.github.com> | Update docs/reference/search-connectors/index.md
140274;2026-01-07T15:25:39Z;2026-01-22T15:19:20Z;359,89;1;4;3;1;Update network.asciidoc;TCP readiness port has been implemented in ECK since version 2.14.0 an since v8.2.0,  the warning about tech preview is out of sync and incorrect.See refTCP readiness port2.14.0 release highlights ECKECK docs readiness probe;FALSE;docs;docs;>docs, Team:Docs, external-contributor, v8.19.11;docs;Update network.asciidoc  TCP readiness port has been implemented in ECK since version 2.14.0 an since v8.2.0,  the warning about tech preview is out of sync and incorrect.  See ref  - [2.14.0 release highlights ECK](https://www.elastic.co/guide/en/cloud-on-k8s/2.16/release-highlights-2.14.0.html#k8s-2140-advanced-readiness-probe) - [ECK docs readiness probe](https://www.elastic.co/docs/deploy-manage/deploy/cloud-on-k8s/readiness-probe#k8s_elasticsearch_versions_8_2_0_and_later)
140991;2026-01-20T17:50:46Z;2026-01-21T14:09:18Z;20,31;9;375;3;4;Migrate third party module tests using legacy test clusters framework;ES-11813;FALSE;build-tools-internal;build-tools-internal, x-pack;>test, :Core/Infra/Core, backport pending, >refactoring, Team:Core/Infra, auto-backport, v9.3.1, v9.1.11, v8.19.11, v9.2.5;test;Migrate third party module tests using legacy test clusters framework | Merge branch 'main' into migrate-third-party-tests
140848;2026-01-16T22:31:35Z;2026-01-21T19:04:36Z;116,55;3;33;2;3;[CI] ShardSearchPhaseAPMMetricsTests testUniformCanMatchMetricAttributesWhenPlentyOfDocumentsInIndex failed;Closes #140589 and #140603The underlying issue is that when gathering the search request attributes for the can-match APM metrics, we only do that for the first shard. The test is assuming that the search request attributes have all of the attributes including time_range_filter_from. If the first search shard request is on an empty shard, we don't drill down into the query to determine if this is a time range query so the time_range_filter_from will be missing from the search request attributes for all metrics for all of the shards.To fix this and ensure we're gathering as much search request attributes as possible for all search queries, we check each shard search request to see if there is a time request attribute in case it is missing in the cached search request attributes we've already parse from the first shard search request and then add it to the search request attributes.;FALSE;root;root, server;>bug, >test-failure, low-risk, Team:Search Foundations, :Search Foundations/Search, v9.4.0;bugfix;[CI] ShardSearchPhaseAPMMetricsTests testUniformCanMatchMetricAttributesWhenPlentyOfDocumentsInIndex failed  - Unmute test and handle search request attributes that are not uniform   for all shards. | remove muted test entry | Merge branch 'main' into failing_can_match_apm_test | Merge branch 'main' into failing_can_match_apm_test | use constant from SearchRequestAttributes | Merge branch 'main' into failing_can_match_apm_test | Merge branch 'main' into failing_can_match_apm_test
141037;2026-01-21T10:09:46Z;2026-01-22T14:46:26Z;28,61;2;27;1;5;Fix NPE during cps flat query execution;"This attempts to fix the following NPE:""java.lang.NullPointerException: Cannot invoke """"org.elasticsearch.xpack.esql.action.EsqlExecutionInfo$Cluster.getStatus()"""" because """"cluster"""" is null	at org.elasticsearch.xpack.esql.session.EsqlSession.handleFieldCapsFailures(EsqlSession.java:572)	at org.elasticsearch.xpack.esql.session.EsqlSession.handleFieldCapsFailures(EsqlSession.java:555)	at org.elasticsearch.xpack.esql.session.EsqlSession.analyzedPlan(EsqlSession.java:1146)	at org.elasticsearch.xpack.esql.session.EsqlSession.analyzeWithRetry(EsqlSession.java:1100)	at org.elasticsearch.xpack.esql.session.EsqlSession.lambda$resolveIndicesAndAnalyze$17(EsqlSession.java:707)Before this change when executing a flat/cps query we only initialized clusters from successful resolutions.Unsuccessful ones were handled by updateExecutionInfoWithUnavailableClusters but they only cover RemoteUnavailableException cases and also require cluster entry.This change creates entries for all failures as well so that they could be updated later with proper error details.";FALSE;x-pack;x-pack;>non-issue, Team:Analytics, :Analytics/ES|QL, v9.4.0;bugfix;Fix NPE | Fix NPE | Merge branch 'main' into fix_npe | Merge branch 'main' into fix_npe
140894;2026-01-19T12:35:08Z;2026-01-22T14:37:22Z;74,04;3;181;1;4;Add yaml tests for reindex cancellation;Add yaml rest tests for reindex cancellation to better assert format, test REST layer, and bake in format for BwCThis should wrap up reindex cancellation implementation. do let me know if i missed something...Closes elastic/elasticsearch-team#2086;FALSE;modules;modules;>non-issue, :Distributed Indexing/Reindex, Team:Distributed Indexing, v9.4.0;feature;Add yaml tests for reindex cancellation | copilot suggestion for more explicit regex | pete suggestion | Merge remote-tracking branch 'upstream/main' into reindex-cancel-yaml-tests  * upstream/main: (104 commits)   Partition time-series source (#140475)   Mute org.elasticsearch.xpack.esql.heap_attack.HeapAttackSubqueryIT testManyRandomKeywordFieldsInSubqueryIntermediateResultsWithSortManyFields #141083   Reindex relocation: skip nodes marked for shutdown (#141044)   Make fails on fixture caching not fail image building (#140959)   Add multi-project tests for get and list reindex (#140980)   Painless docs overhaul (reference) (#137211)   Panama vector implementation of codePointCount (#140693)   Enable PromQL in release builds (#140808)   Update rest-api-spec for Jina embedding task (#140696)   [CI] ShardSearchPhaseAPMMetricsTests testUniformCanMatchMetricAttributesWhenPlentyOfDocumentsInIndex failed (#140848)   Combine hash computation with bloom filter writes/reads (#140969)   Refactor posting iterators to provide more information (#141058)   Wait for cluster to recover to yellow before checking index health (#141057) (#141065)   Fix repo analysis read count assertions (#140994)   Fixed a bug in logsdb rolling upgrade sereverless tests involving par… (#141022)   Fix readiness edge case on startup (#140791)   PromQL: fix quantile function (#141033)   ignore `mmr` command for check (in development) (#140981)   Use Double.compare to compare doubles in tdigest.Sort (#141049)   Migrate third party module tests using legacy test clusters framework (#140991)   ... | Merge branch 'main' into reindex-cancel-yaml-tests
140617;2026-01-13T21:30:56Z;2026-01-22T14:23:06Z;208,87;3;321;1;2;[Transform] Remove BWC Code;Since 8.2, Transform now calls an action to get the checkpoint info, rather than calculating it all locally. Now that 9.x only supports 8.19.x, this code is no longer in use.;FALSE;x-pack;x-pack;>refactoring, :ml/Transform, Team:ML, v9.4.0;other;[Transform] Remove BWC Code  Since 8.2, Transform now calls an action to get the checkpoint info, rather than calculating it all locally. Now that 9.x only supports 8.19.x, this code is no longer in use. | Merge branch 'main' into 1793 | Merge branch 'main' into 1793 | Merge branch 'main' into 1793
